zenodo_id,doi,title,publication_date,authors,description,keywords,version,resource_type,license,url,files
19099370,10.5281/zenodo.19099370,Quarks Are Eigenvalues,2026-03-18,"McLean, Eric","<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<h2><strong>Title:</strong> Quarks Are Eigenvalues</h2>
<h3><strong>Description:</strong></h3>
<p><strong>Quarks are not particles inside the proton. <br><br>They are the six eigenvalues of a standing wave confined by the impeda",Pentagon physics; 600-cell; quark confinement; galois; proton mass; meson spectrum; chebyshev polynomial,,Preprint,cc-by-4.0,https://zenodo.org/records/19099370,Quarks_Are_Eigenvalues_v5 (2)Final Mclean.pdf
19087224,10.5281/zenodo.19087224,General Relativity and Quantum Mechanics Unified - Presentation Companion,2026-03-18,"McLean, Eric","<h2>General Relativity and Quantum Mechanics Are Unified: Presentation Slides</h2>
<h3><strong>Description:</strong></h3>
<p>Presentation slides accompanying the Pentagon Physics programme paper ""Why General Relativity and Quantum Mechanics Are Unified"" (McLean, 2026).</p>
<p>The presentation derive",Pentagon Physics; constants; fisher-rao; 600-cell; Dirichiet; Standard model; vacuum catastrophe; quark confinement,,Presentation,cc-by-4.0,https://zenodo.org/records/19087224,General Relativity and Quantum Mechanics Unification.pdf
19072188,10.5281/zenodo.19072188,Why General Relativity and Quantum Mechanics Are Unified,2026-03-17,"McLean, Eric","<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<h2><strong>Title:</strong> Why General Relativity and Quantum Mechanics Are Unified</h2>
<h3><strong>Description:</strong></h3>
<p>For a century, physics has treated quantum mechanics and general relativity as separate theories requi",alpha; lambda; phi; constants; fisher-rao; self-reference; binary icosahedral; 600-cell; Dirichiet; Pentagon Physics,,Preprint,cc-by-4.0,https://zenodo.org/records/19072188,GR and QM Unification McLean Final.pdf
19035362,10.5281/zenodo.19035362,Amplitude from Trace,2026-03-15,"McLean, Eric","<p><strong>Description:</strong></p>
<p>The character table of the binary icosahedral group 2I encodes coupling constants through the trace of its five-fold conjugacy class: &chi;(2, C₅) = 2cos(&pi;/5) = &phi;. <br>This paper identifies the complementary face. The off-diagonal entry of the same SU(2",CKM; quarks; Phi; Pemtagon Physics; cabibbo; CP violation; five fold; belle II; flavour symmetry,,Preprint,cc-by-4.0,https://zenodo.org/records/19035362,Amplitude_from_Trace_McLean Final. (CKM replacment)docx.pdf
19033377,10.5281/zenodo.19033377,Three Levels of Self-Reference,2026-03-15,"McLean, Eric","<p><strong>Title:</strong> Three Levels of Self-Reference: The Mathematical Architecture of the Universe</p>
<p><strong>Description:</strong></p>
<p>The self-referential fixed-point equation &sigma; = 1/(1+&sigma;) has a unique positive solution &sigma; = &phi;⁻&sup1; = (&radic;5&minus;1)/2 in the q",phi; pentagon physics; self-reference; 600 Cell; bridge angle; neutrino mixing; pmns matrix; vieta; circulant; koide; E8; vertax; quasicrystal,,Preprint,cc-by-4.0,https://zenodo.org/records/19033377,Three_Levels_v11 final McLean.pdf
19029059,10.5281/zenodo.19029059,Why 137,2026-03-15,"McLean, Eric","<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<p><strong>Title:</strong> Why 137: A Contiguous Derivation in Ten Links</p>
<p><strong>Description:</strong></p>
<p>The fine structure constant has been measured for over a century but never derived. The Standard Model is struc",fine structure constant; alpha; 137; phi; pentagon physics; mass energy equivalence; vacuum energy,,Preprint,cc-by-4.0,https://zenodo.org/records/19029059,Why_137_v3 (4) Final Mclean.pdf
19022248,10.5281/zenodo.19022248,Why the Constants Have the Values They Have,2026-02,"McLean, Eric","<p><strong>This is a Physics Breakthrough. We now know the why and how of the constants.&nbsp;<br><br><br>Why the Constants Have the Values They Have:&nbsp; The Equivalence Cost of the Universe</strong></p>
<p>The fine structure constant is derived from a single self-referential axiom (&sigma; = 1 +",Hartree; Phi; Universal Constants; mass-energy equivalence; constants values; alpha; lambda; cosmological constant,,Preprint,cc-by-4.0,https://zenodo.org/records/19022248,Why_Constants_V2 Zenodo McLean Final.pdf
19019737,10.5281/zenodo.19019737,THE GENESIS ALGEBRA,2026-03-14,"McLean, Eric","<h2>The Genesis Algebra: How a Single Map Produces Coherence, Time, and Energy</h2>
<h3><strong>Description:</strong></h3>
<p>The self-referential axiom &sigma; = 1/(1+&sigma;), foundation of the Pentagon Physics programme, has been used across forty companion papers to derive physical constants fro",Pentagon Physics; entropy; 600 Cell; fibonacci; boltzmann; phi; constants; ℚ(√5),,Preprint,cc-by-4.0,https://zenodo.org/records/19019737,The_Genesis_Algebra (5) McLean Final .pdf
19016122,10.5281/zenodo.19016122,The Eigenvalues of Reality,2026-02,"McLean, Eric","<p><strong>The Eigenvalues of Reality: Jacobian Analysis of the Self-Referential Friedmann System</strong></p>
<p>The axiom &sigma; = 1/(1+&sigma;) generates a coupled dynamical system whose fixed point is a four-sector energy partition: &phi;⁻&sup1; + &phi;⁻&sup3; + &phi;⁻⁵ + &phi;⁻⁶ = 1. This pape",Jacobian Analysis; Eigenvalues; Self-Referential; Friedmann; Phi; Pentagon Physics,,Preprint,cc-by-4.0,https://zenodo.org/records/19016122,The_Eigenvalues_of_Reality_v8 McLean Final Corrections.pdf
19003856,10.5281/zenodo.19003856,The Standard Model Lives in a Single Character Table,2026-03-13,"McLean, Eric","<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<h2>The Standard Model Lives in a Single Character Table</h2>
<p><strong>Description:</strong></p>
<p>The Standard Model of particle physics has 26 free parameters &mdash; coupling constants, particle masses, mixing angles &mdash; tha",Pentagon Physics; binary icosahedral group; constants; koide; pion; quarks; Peter-Weyl; hadron mass ratios,,Preprint,cc-by-4.0,https://zenodo.org/records/19003856,The Standard Model  Lives in a  Single Character Table  MCLean Final.pdf
18988843,10.5281/zenodo.18988843,E₈ Is Both Roots,2026-03-12,"McLean, Eric","<h2>E₈ Is Both Roots<br><span lang=""EN-GB""></span></h2>
<p>&nbsp;</p>
<p><strong>Description:</strong></p>
<p>The equation &sigma; = 1/(1+&sigma;) has two roots: &phi; = (1+&radic;5)/2 and &psi; = (1&minus;&radic;5)/2. The 600-cell, the four-dimensional polytope with 120 vertices, is built from the ",Pentagon physics; gosset; 600 cell; galois; gelfand; weyl; phi,,Preprint,cc-by-4.0,https://zenodo.org/records/18988843,E8_Is_Both_Roots_v6 McLean Final.pdf
18985777,10.5281/zenodo.18985777,The Spectral Geometry of the 600-Cell,2026-03-12,"McLean, Eric","<h2>The Spectral Geometry of the 600-Cell:</h2>
<h3><em>The Algebraic Foundation of Pentagon Physics</em></h3>
<p>&nbsp;</p>
<p>The 600-cell is the largest shape in four dimensions whose geometry is built from &phi; = (1+&radic;5)/2. It has 120 vertices, each connected to exactly 12 neighbours. This",600 cell; spectral graph theory; binary icosahedral group; Pentagon Physics; self-referential structure; constants; koide; E8; regular polytope; φ-geometry,,Preprint,cc-by-4.0,https://zenodo.org/records/18985777,Spectral_Geometry_600Cell_v3 McLean Final.pdf
18977128,10.5281/zenodo.18977128,Nyx - Our n = 5 Universe,2026-03-12,"McLean, Eric","<p><strong>Title:</strong> Nyx: Our n = 5 Universe</p>
<p><strong>Description:<br></strong><br><strong>We decided to test an alternative universe against our own results.&nbsp; Meet Nyx.&nbsp;</strong></p>
<p>The equation &sigma; = n/(n+&sigma;) with n = 1 produces Phi and, through the Pentagon Phys",Pentagon Physics; Nyx; Spiral Engine; Constants; Phi; 600 Cell; E8; Weinberg; Koide,,Preprint,cc-by-4.0,https://zenodo.org/records/18977128,Nyx_v3.pdf
18976782,10.5281/zenodo.18976782,The Origin of the Universe and the Emergence of Life,2026-03,"McLean, Eric","<p><strong>Title:</strong> The Origin of the Universe and the Emergence of Life: A Complete Geometric Progression from 2D to E₈</p>
<p><strong>Description:</strong></p>
<p>This paper proposes an imagined universe (IU) built entirely from the self-referential equation &sigma; = 1/(1+&sigma;), whose p",pentagon physics; 600-cell; E8; McKay; Koide; Hartree; Higs; PMNS; weinberg; constants; phi; Nyx,,Other,cc-by-4.0,https://zenodo.org/records/18976782,The_Origin_of_the_Universe_and_the_Emergence_of_Life_v7.pdf
18940370,10.5281/zenodo.18940370,The Atmospheric Neutrino Mass from Self-Reference,2026-03-10,"McLean, Eric","<p><strong><span>The Atmospheric Neutrino Mass from Self-Reference</span></strong></p>
<p><em><span>The Atmospheric Oscillation Scale from the Pentagon Physics Axiom</span></em></p>
<p><br><br>The atmospheric oscillation scale m_atm &equiv; &radic;|&Delta;m&sup2;₃₂| &asymp; 0.0495 eV sets the scale ",neutrino mass; pentagon physics; solar mass; baryon asymmetry,,Preprint,cc-by-4.0,https://zenodo.org/records/18940370,Atmospheric_Neutrino_Mass McLean Final.pdf
18936715,10.5281/zenodo.18936715,The Baryon Asymmetry from Self-Reference,2026-03-10,"McLean, Eric","<p>&nbsp;</p>
<p><strong><span>The Baryon Asymmetry from Self-Reference - Fish in a Barrel&nbsp;</span></strong></p>
<p><br><br>The baryon-to-photon ratio &eta;_B = (6.104 &plusmn; 0.058) &times; 10⁻&sup1;⁰ is one of the numbers the Standard Model cannot produce. Its electroweak CP violation falls s",Pentagon physics; baryon; leptogenesis; CP violation; cosmological constants; PMNS; CKM; Weinberg angle; Sakharov condition,,Preprint,cc-by-4.0,https://zenodo.org/records/18936715,Baryon_Asymmetry_v5 McLean Final.pdf
18923820,10.5281/zenodo.18923820,Why the Standard Cosmological Causal Chain Is Backwards,2026-03-09,"McLean, Eric","<p><strong>Standard cosmology holds that the cosmological constant &Lambda; drives the expansion of the universe and that the Hubble rate H₀ is the observed consequence. This paper argues the arrow runs the other way.</strong></p>
<p>The Pentagon Physics bridge partition 1 = &phi;⁻&sup1; + &phi;⁻&su",Pentagonphysics; cosmology; universal constants; hubble; vacuum energy,,Preprint,cc-by-4.0,https://zenodo.org/records/18923820,Why the Standard Cosmological Causal Chain Is Backwards McLean Final.pdf
18923674,10.5281/zenodo.18923674,The Bridges of Pentagon Physics,2026-03-09,"McLean, Eric","<p>Pentagon Physics previously derived all constants of the Standard Model from the single self-referential axiom &sigma; = 1/(1+&sigma;), which has discriminant 5 and positive root &phi; = (1+&radic;5)/2. Previous papers established the individual derivations. This paper establishes further connect",Universal Constants; Higgs; Hubble; Phi; Pentagon Physics; self-referential,,Preprint,cc-by-4.0,https://zenodo.org/records/18923674,Bridges_of_Pentagon_Physics_v6 McLean Final.pdf
18921813,10.5281/zenodo.18921813,Pentagon Physics Table Taxonomy,2026-03-09,"McLean, Eric","<p>The Standard Model of particle physics has twenty-six free parameters. This document presents the first formal taxonomy of those constants organised not by experimental origin or Standard Model sector, but by the operation the universe performs when each constant appears.</p>
<ul>
<li>Six operati",Pentagon Physics; taxonomy,,Model,cc-by-4.0,https://zenodo.org/records/18921813,PP_Alpha_Taxonomy.md.pdf
18912877,10.5281/zenodo.18912877,Quantum Mechanics Is a Shadow,2026-03-08,"McLean, Eric","<h2><strong>Quantum Mechanics Is a Shadow<br></strong></h2>
<h3><strong>The Born Rule, the Observer, and the Fourth Dimension</strong> Pentagon Physics Programme Paper 37</h3>
<p>A two-page paper deriving the Born rule from geometry, without new postulates beyond the self-referential axiom &sigma; =",Born; Pentagon Physics; quantum; projection; fourth dimension; 600 Cell; Bell's Theorem; Gleason,,Preprint,cc-by-4.0,https://zenodo.org/records/18912877,QM_Shadow_v4 McLean Final.pdf
18912388,10.5281/zenodo.18912388,Quantum Mechanics from the 600-Cell,2026-03-08,"McLean, Eric","<h2><strong>Quantum Mechanics from the 600-Cell: Measurement, Collapse, and the Born Rule Solved</strong> </h2>
<h3>Pentagon Physics Programme Paper 36</h3>
<p>This paper argues that the measurement problem in quantum mechanics is not a dynamical problem but a geometric one, and solves it accordingl",Pentagon Physics; quantum; born rule; 600 Cell; polytope; E8; constants; projection; Fourth Dimension; icosahedral,,Preprint,cc-by-4.0,https://zenodo.org/records/18912388,QM_from_600_Cell_McLean_v11 FINAL changes.pdf
18904887,10.5281/zenodo.18904887,The Constants Table,2026-03-07,"McLean, Eric","<p><strong>Title:</strong> The Constants Table: Eigenspectrum of Reality</p>
<p><strong>Description:</strong></p>
<p>A structured reference chart organising the fundamental constants of physics according to two axes derived from Pentagon Physics: recursion depth (how many folds of the self-referenti",constants; weinberg; koide; PNMS; CKM; Phi; eiganvalue; φ; Pentagon Physics; dark energy,,Poster,cc-by-4.0,https://zenodo.org/records/18904887,constants-table-A3.html
18903481,10.5281/zenodo.18903481,Gravity Is Not a Fundamental Force,2026-03-07,"McLean, Eric","<h2><strong>Gravity Is Not a Fundamental Force<br>The Projection Residue of Pentagonal Geometry into Three Dimensions</strong></h2>
<p><strong>Description:</strong></p>
<p>The gravitational constant G, the cosmological constant &Lambda;, and the Higgs vacuum expectation value are derived from a sing",constants; gravity; phi; bridge algebra; 600-cell; pentagon physics; gauge groups; galois,,Preprint,cc-by-4.0,https://zenodo.org/records/18903481,Gravity_Is_Not_Fundamental McLean Final.pdf
18901979,10.5281/zenodo.18901979,E₈ Is Necessary,2026-03-07,"McLean, Eric","<p><strong><span>E₈ Is Necessary</span></strong></p>
<p><span>The Exceptional Algebra as a Necessary Consequence of the Self-Referential Axiom</span></p>
<p><br><br>The exceptional Lie algebra E₈ appears throughout theoretical physics as a powerful organisational structure, but its origin has never ",E8; icosian; galois; universal constants; pentagon physics; self-referential; phi; alpha; lambda,,Preprint,cc-by-4.0,https://zenodo.org/records/18901979,E8_Necessary_McLean Final.pdf
18898322,10.5281/zenodo.18898322,Why φ?,2026-03-07,"McLean, Eric","<p>The golden ratio &phi; appears in independently derived expressions for the fine structure constant, cosmological constant, gravitational constant, Higgs mass, lepton masses, CKM and PMNS mixing matrices, and the QCD vacuum angle. <br><br>This paper argues the recurrence is algebraic necessity, n",Phi; Universal constants; CKM; PMNS; Pentagon Physics,,Preprint,cc-by-4.0,https://zenodo.org/records/18898322,Why_Phi_McLean Final.pdf
18848339,10.5281/zenodo.18848339,The Architecture of Pentagon Physics,2026-03-03,"McLean, Eric",<p>The architecture and framework of Pentagon Physics&nbsp;</p>,Pentagon Physics,,Poster,cc-by-4.0,https://zenodo.org/records/18848339,architecture_v4.pdf
18838751,10.5281/zenodo.18838751,The Koide Phase from 600-Cell Closure,2026-03-02,"McLean, Eric","<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<div>
<p>The Koide phase cos &delta; = &minus;19/28, which sets the electron-muon-tau mass hierarchy, has been unexplained since 1981. This paper derives it from the 600-cell with zero free parameters.</p>
<p>Two independent routes co",koide; 600 cell; lepton masses; Fibonacci–Lucas pair; electron; muon; tau; Galois,,Preprint,cc-by-4.0,https://zenodo.org/records/18838751,Koide_Phase_600_Cell_v7 (1).pdf
18825541,10.5281/zenodo.18825541,Where Dimensions Come From,2026-03-01,"McLean, Eric","<p>This paper argues where the dimensions emerge from. It's a fundamental paradigm shift in our view of the universe.<br><br>We argue and demonstate that dimensional structure is derived from a single self-referential axiom. <br><br>The equation &sigma; = 1/(1+&sigma;), whose positive solution is &p",kaluza and klein; E8; dimensional emergence; sublimation; pentagon geometry; fine structure constant; universal constants; icosahedrons; neutrinos,,Preprint,cc-by-4.0,https://zenodo.org/records/18825541,Dimensional_Biography_of_Phi_v4 (1).pdf
18804690,10.5281/zenodo.18804690,The Fundamental Constants Are Not Free,2026-02-27,"McLean, Eric","<p><strong>The Fundamental Constants Are Not Free: Algebraic Lock across 84 Orders of Magnitude</strong></p>
<p>The 28 parameters of the Standard Model and standard cosmology are treated as independent empirical inputs. This paper presents evidence that they are not. The data shows that the fundamen",Universal constants; TOE; Pentagon Physics; phi; alpha,,Preprint,cc-by-4.0,https://zenodo.org/records/18804690,The_Fundamental_Constants_McLean Final.pdf
18767628,10.5281/zenodo.18767628,Determining the Gravitational Coupling from a Self-Referential Geometric Template,2026-02,"McLean, Eric","<p>&nbsp;</p>
<h2>Version 2</h2>
<p><strong>Title: Determining the Gravitational Coupling from a Self-Referential Geometric Template: A Parameter-Free Prediction of &alpha;G at the Proton Scale</strong></p>
<p><strong>Description:</strong></p>
<p>This paper derives the dimensionless gravitational co",gravitational constant; hubble; cosmological constants; phi; alpha; lambda; hubble tension; fundamental constants,,Preprint,cc-by-4.0,https://zenodo.org/records/18767628,Determining the Gravitational Coupling .pdf
18762599,10.5281/zenodo.18762599,Selecting the Koide Phase,2026-02-24,"McLean, Eric","<p>The companion paper (<em>The Koide Stability Lemma</em>) reduces three charged lepton masses to one unknown phase angle. This paper closes that angle.</p>
<p>We impose two independent algebraic conditions on the circulant eigenvalue hierarchy. <br><br>First, the golden-ratio balance Q_n = 1/&phi;",koide; phase; phi; stability lemma; rung theory,,Preprint,cc-by-4.0,https://zenodo.org/records/18762599,Selecting_the_Koide_Phase_Final McLean.pdf
18762423,10.5281/zenodo.18762423,The Koide Stability Lemma,2026-02-24,"McLean, Eric","<p><br><br>Why are there exactly three generations of matter? <br><br>We show the answer follows from one symmetry class. <br><br>Given a Hermitian circulant mass matrix with discrete ℤ/3ℤ family symmetry, we prove three results. <br><br>Theorem 1: the Koide formula Q = 2/3 is equivalent to a balanc",koide; stability; lemma; Hermitian; pentagon; phi,,Preprint,cc-by-4.0,https://zenodo.org/records/18762423,The_Koide_Stability_McLean Final 3.pdf
18760997,10.5281/zenodo.18760997,Master Framework Handbook: 30 Constants from One Axiom,2026-02-24,"McLean, Eric","<p><strong>VERSION 2<br><br></strong>Lepton masses upgraded from fitted to derived (cos(&delta;) = &minus;19/28 uniquely selected); PMNS angles, Higgs mass, and &Delta;m&sup2;₃₂ ratio filled from Feb 23&ndash;24 sessions; 19 of 26 Standard Model constants now solved with zero free parameters.<strong",Fundamental constants; standard model; fine structure; cosmological; higgs boson; neutrino; CKM; PMNS; Primary Coherence Theory; Pentagon Physics,,Other,cc-by-4.0,https://zenodo.org/records/18760997,MFH_Constants_Catalogue_McLean_Final (1).pdf
18756247,10.5281/zenodo.18756247,The Higgs Quartic Is Not Free,2026-02-24,"McLean, Eric","<h2>Description</h2>
<p>The Higgs quartic coupling &lambda; is conventionally a free parameter of the Standard Model. This paper determines it from the self-referential fixed-point equation &sigma; = 1/(1+&sigma;) via two structural postulates and no adjustable numerical parameters.</p>
<p><strong>T",Higgs; Higgs Quartic; Phi; lagrangian; mexican hat; electro weak; stillpoint,,Preprint,cc-by-4.0,https://zenodo.org/records/18756247,Higgs_Quartic_Not_Free_McLean Final.pdf
18755516,10.5281/zenodo.18755516,THE MACHINE THAT BUILDS ITSELF,2026-02-24,"McLean, Eric","<p>Non-technical overview of a 30-paper research programme deriving fundamental physical constants from a single self-referential axiom, &sigma; = 1/(1+&sigma;), with zero free parameters.</p>
<p>The framework does not replace the Standard Model, general relativity, or quantum field theory. It deriv",pentagon; phi; universal constants; koide,,Other,cc-by-4.0,https://zenodo.org/records/18755516,The Machine that Builds Itself McLean Final.pdf
18732889,10.5281/zenodo.18732889,Predicting ΩK from φ-Damped Cosmology: Agreement with CPT-Symmetric Quantization,2026-02-22,"McLean, Eric","<p>This extends the Primary Coherence Theory programme to cosmological scales. The same self-referential constant that yields the fine structure constant from 360/&phi;&sup2;, the cosmological constant from &alpha;⁻&sup1; &times; 2/&radic;5, and the gravitational constant from 1/(5&phi;⁴) now produc",spatial curvature; cosmological parameters; phi; closed universe; conformal time; Planck; Euclid; DESI; sine structure,,Preprint,cc-by-4.0,https://zenodo.org/records/18732889,Predicting_Omega_McLean Final.pdf
18727029,10.5281/zenodo.18727029,The Rung Theorem,2026-02-21,"McLean, Eric","<p>The universe has four energy sectors &mdash; dark energy, dark matter, a transitional component, and baryonic matter &mdash; whose fractional shares are treated by standard cosmology as empirical inputs requiring no explanation. <br><br>This paper derives them from a single equation: &sigma; = 1/",,,Preprint,cc-by-4.0,https://zenodo.org/records/18727029,The Rung Theorem McLean Final.pdf
18717070,10.5281/zenodo.18717070,A Cascade Model for the Proton Spin Decomposition,2026-02-20,"McLean, Eric","<p><strong>Title:</strong> A Cascade Model for the Proton Spin Decomposition</p>
<p><strong>Description:</strong></p>
<p>A two-level angular momentum cascade, motivated by non-Abelian self-interaction, predicts the proton spin decomposition with zero free parameters. The self-similarity condition on",Proton Spin; Proton; electron; quarks,,Preprint,cc-by-4.0,https://zenodo.org/records/18717070,Proton_Spin_Golden_McLean Final.doc.pdf
18716359,10.5281/zenodo.18716359,The Proton–Electron Mass Ratio,2026-02-20,"McLean, Eric","<p><strong>Title:</strong> The Proton&ndash;Electron Mass Ratio from Self-Referential Geometry</p>
<p><strong>Description:</strong></p>
<p>The proton-to-electron mass ratio &mu; = 1836.15267343(11) is one of the most precisely measured constants in physics. No theory predicts its value. We show it f",Proton–Electron Mass Ratio; proton; electron,,Preprint,cc-by-4.0,https://zenodo.org/records/18716359,The_Proton_Electron_Mass_Ratio.pdf
18716271,10.5281/zenodo.18716271,The Electron Mass Is Derived,2026-02-20,"McLean, Eric","<p><strong>Title:</strong> The Electron Mass Is Derived</p>
<p><strong>Description:</strong></p>
<p>Two results from the self-referential axiom &sigma; = 1/(1+&sigma;) combine to determine the electron mass in Planck units with zero free parameters.</p>
<p>The gravitational formula gives the proton ",Electron; electron mass; electron mass derivation,,Preprint,cc-by-4.0,https://zenodo.org/records/18716271,The_Electron_Mass_McLean Final.pdf
18680907,10.5281/zenodo.18680907,Why Five?,2026-02-18,"McLean, Eric","<p><strong>VERSION 1<br><br>Title:</strong> Why Five? How a Single Axiom of Self-Reference Selects Pentagonal Geometry and Determines the Constants of Physics</p>
<p><strong>Description:</strong></p>
<p>Why does five-fold symmetry dominate quasicrystalline matter? Why is the golden ratio &phi; = (1+","quasicrystals; fine structure constant; cosmological constant; five-fold symmetry; Penrose tiling; pentagon geometry; icosahedral symmetry; Steinhardt; aperiodic order,; Primary Coherence Theory",,Preprint,cc-by-4.0,https://zenodo.org/records/18680907,Why_Five_McLean Final.pdf
18679529,10.5281/zenodo.18679529,THE SPIRAL ENGINE OF ELECTROMECHANICAL TO ELECTROMAGNETIC ENERGY,2026-02-18,"McLean, Eric","<p>The golden angle (360&deg;/&phi;&sup2; = 137.508&deg;) is coprime to 360 at integer resolution: advancing by 137&deg; visits every position on a 360-point circle before repeating, completing exactly 137 revolutions. Each revolution constitutes one cycle of electromagnetic field energy. 137 revolu",physics; phi; fine structure constant; proton mass; cosmological constant; electromagnetic energy; dark energy; hydrogen; maxwell; primary coherence theory; mass energy equivalence; coprimality,,Preprint,cc-by-4.0,https://zenodo.org/records/18679529,Spiral_Engine_McLean Final.pdf
18669206,10.5281/zenodo.18669206,The Constants Are Theorems:  Geometric Unification of α and Λ,2026-02-17,"McLean, Eric","<p><strong>For fifty years, physics has called it ""the worst prediction in the history of science.""</strong></p>
<p>Quantum field theory predicts the vacuum energy of the universe. It gets the answer wrong by a factor of 10&sup1;&sup2;⁰. That's not a rounding error. That's 120 orders of magnitude&md",cosmological constant; alpha; lambda; coherence; Phi; fine structure constant; quantum field theory; pentagon; new particle; fibonacci,,Preprint,cc-by-4.0,https://zenodo.org/records/18669206,The_Constants_Are_Theorems_V3 (3).pdf
18651622,10.5281/zenodo.18651622,Light Has No Speed,2026-02-15,"McLean, Eric","<p><strong>Light Has No Speed: On the Geometric Origin of c, E = mc&sup2;, and the Architecture of Energy</strong></p>
<p>The speed of light is not a speed. It is a dimensionless compression ratio &mdash; the winding depth at which free coherence becomes bound matter. This paper derives its exact nu",,,Preprint,cc-by-4.0,https://zenodo.org/records/18651622,Light_Has_No_Speed Final.pdf
18647375,10.5281/zenodo.18647375,360 is not arbitrary,2026-02-15,"McLean, Eric","<p><strong>VERSION 2&nbsp;</strong><br><br><strong>A Derived Series for the Fine Structure Constant from Self-Referential Geometry, with Stress Test, Lagrangian Connection, and Pre-Registered Fifth Term</strong><br><br><br>This paper establishes that the fine structure constant satisfies a convergen",360; degree problem; Phi; babylonian; golden ratio; self-reference; lagrangian; fine structure constant,,Technical note,cc-by-4.0,https://zenodo.org/records/18647375,why_360_proof_v4.pdf
18632291,10.5281/zenodo.18632291,Why Is Nature Lagrangian?,2026-02-13,"McLean, Eric","<p><strong>Why Is Nature Lagrangian? <br><br>Because Coherence is Primary&nbsp;</strong></p>
<p>The variational principle has governed physics since 1744. No one has explained why.</p>
<p>This paper answers the question. Nature is Lagrangian because self-reference is variational. Any system that mus",Coherence; lagrangian; Phi; variational; self reference; entropy; sherbon; wheeler; Coldea,,Preprint,cc-by-4.0,https://zenodo.org/records/18632291,Why_Is_Nature_Lagrangian_V2 Final.pdf
18625127,10.5281/zenodo.18625127,The Edge of Everything - Where Structure Becomes Matter,2026-02-12,"McLean, Eric","<p><strong>The Universal Ecotone&nbsp;</strong><br><br>Every forest has an edge. Every shoreline has a tide pool. Every quantum measurement has a moment where the wavefunction hasn't quite decided yet. Ecology calls these transition zones <em>ecotones</em>, and they've known for seventy years that t",,,Preprint,cc-by-4.0,https://zenodo.org/records/18625127,The Edge of Everything.pdf
18624807,10.5281/zenodo.18624807,Spiral Convergence Theory,2026-02-12,"Mclean, Eric","<p><strong>Spiral Convergence: From General Relativity to the Fine Structure Constant</strong></p>
<p>There are two open mysteries in fundamental physics. Why does the cosmic energy budget divide into 68% dark energy, 26% dark matter, and 5% baryonic matter &mdash; numbers measured but never derived",Baryonic matter; general relativity; Phi; Lambda; Golden Ratio; Cosmological Constant; Spirals; dark energy; dark matter; Apery; lewin; BBN; Hubble tension; 137; Feybman; Pauli; Friedman; spiral convergence,,Preprint,cc-by-4.0,https://zenodo.org/records/18624807,Spiral_Convergence_Theory_2026_V3 (4).pdf
18624752,10.5281/zenodo.18624752,Deriving the Fine Structure Constant,2026-02-12,"McLean, Eric","<p><strong>Paper 2: Deriving the Fine Structure Constant: A Forward Derivation from General Relativity</strong></p>
<p><strong><em>The standalone proof.</em></strong> <br><br>Starting from the damping ratio established in Paper 1, this paper executes the complete forward derivation of &alpha;⁻&sup1;",Fisher-Rao metric; Friedmann equations; damping ratio; self referential cosmology; dark energy; constants; alpha 1/137; hubble tension; golden ratio,,Preprint,cc-by-4.0,https://zenodo.org/records/18624752,Deriving_Alpha Final.pdf
18624607,10.5281/zenodo.18624607,The Universe Has No External - Why ζ = φ⁻¹,2026-02-12,"McLean, Eric",<p><strong><em>The foundational paper of the trilogy.</em> <br></strong>This paper asks the question that a century of attempts to derive the fine structure constant has failed to ask: why must the universe couple to itself with golden ratio damping? The answer: a closed gravitational system with no,fine structure constant; fundamental constants; cosmological constant problem; dark energy; hubble tension; golden ratio physics; alpha 1/137; dark energy fraction; Fisher-Rao metric; Friedmann equations; damping ratio,,Preprint,cc-by-4.0,https://zenodo.org/records/18624607,The_Universe_Has_No_External.pdf
18504626,10.5281/zenodo.18504626,When the Universe Stops Dancing,2026-02-06,"McLean, Eric","<p>In approximately 8.5 billion years, the universe will reach equilibrium. Dark energy will settle at 61.8% of the total energy budget. Dark matter at 23.6%. A transition sector at 9.0%. Baryonic matter at 5.6%. These four numbers sum to exactly 100%, not by measurement, but by algebraic identity.<",,,Preprint,cc-by-4.0,https://zenodo.org/records/18504626,When_the_Universe_Stops_Dancing Final Complete.pdf
18430024,10.5281/zenodo.18430024,Quantum Mechanics Relocated,2026-01-30,"McLean, Eric","<p><strong>What if quantum mechanics was never weird?</strong></p>
<p>For a century, we've treated superposition, entanglement, and wave function collapse as paradoxes demanding explanation. We've built interpretations (Copenhagen, Many Worlds, pilot waves) each trying to make sense of a reality tha",QM; entanglement; coherence; entropy; superposition; decoherence; wave function collapse; consciousness,,Preprint,cc-by-4.0,https://zenodo.org/records/18430024,Quantum Mechanics Relocated.pdf
